operacion,tipo,long,lat,m2total,direccion,calle,altura,cambio,preciotex,preciousd,precioars,preciousdm,precioarsm,barrio,comuna,codigo_postal,codigo_postal_argentino
VTA,TERRENO,-58.5250409905,-34.652806637,143.0,Caaguazu 7400,Caaguazu ,7400,37.9,USD 180000,180000.0,6822000.0,1258.741259,47706.293706,LINIERS,9.0,1186,C1186AAJ
VTA,TERRENO,-58.4122591,-34.5969374,152.0,Cabrera 3242,Cabrera ,3242,37.9,USD 850000,850000.0,32215000.0,5592.105263,211940.789474,RECOLETA,2.0,1406,C1406DOD
VTA,TERRENO,-58.4575269,-34.63044489999999,378.0,Camacua 200,Camacua ,200,37.9,USD 830000,830000.0,31457000.0,2195.7671960000002,83219.57672000001,FLORES,7.0,1414,C1414AHB
VTA,TERRENO,-58.437473700000005,-34.6035439,326.0,CAMARGO 100,CAMARGO ,100,37.9,USD 750000,750000.0,28425000.0,2300.613497,87193.25153400001,VILLA CRESPO,15.0,1416,C1416ECL
VTA,TERRENO,-58.47064770000001,-34.6070833,300.0,Camarones 2000,Camarones ,2000,37.9,USD 290000,290000.0,10991000.0,966.666667,36636.666667000005,VILLA GRAL. MITRE,11.0,1417,C1417ACH
VTA,TERRENO,-58.49245,-34.607078,930.0,CAMPANA 2500,CAMPANA ,2500,37.9,USD 1500000,1500000.0,56850000.0,1612.903226,61129.03225800001,VILLA DEL PARQUE,11.0,,
VTA,TERRENO,-58.529673800000005,-34.615399200000006,192.0,CANTILO .,CANTILO .,,37.9,USD 259000,259000.0,9816100.0,1348.958333,51125.520832999995,VILLA REAL,10.0,1406,C1406AZH
VTA,TERRENO,-58.462963699999996,-34.624670200000004,162.0,CARACAS 418,CARACAS ,418,37.9,USD 450000,450000.0,17055000.0,2777.777778,105277.777778,FLORES,7.0,1419,C1419GZW
VTA,TERRENO,-58.5058262,-34.5807783,149.0,CARRIL SALVADOR MARIA DE 3100,CARRIL SALVADOR MARIA DE ,3100,37.9,USD 350000,350000.0,13265000.0,2348.993289,89026.845638,VILLA PUEYRREDON,12.0,1237,C1237AAN
VTA,TERRENO,-58.41935060000001,-34.63565870000001,550.0,Castro 1800,Castro ,1800,37.9,USD 430000,430000.0,16297000.0,781.818182,29630.909091,BOEDO,5.0,1213,C1213ABB
VTA,TERRENO,-58.406520400000005,-34.612205200000005,765.0,CATAMARCA 100,CATAMARCA ,100,37.9,USD 1400000,1400000.0,53060000.0,1830.065359,69359.477124,BALVANERA,3.0,1261,C1261ACB
VTA,TERRENO,-58.397941599999996,-34.6318415,970.0,CATULO CASTILLO 2400,CATULO CASTILLO ,2400,37.9,USD 2600000,2600000.0,98540000.0,2680.412371,101587.628866,PARQUE PATRICIOS,4.0,1140,C1140AAF
VTA,TERRENO,-58.375058900000006,-34.6256193,374.0,Chacabuco 1500,Chacabuco ,1500,37.9,USD 950000,950000.0,36005000.0,2540.106952,96270.053476,SAN TELMO,1.0,1425,C1425BNL
VTA,TERRENO,-58.424465299999994,-34.5827953,242.0,CHARCAS 4400,CHARCAS ,4400,37.9,USD 1440000,1440000.0,54576000.0,5950.413223,225520.66115700002,PALERMO,14.0,1425,C1425BOD
VTA,TERRENO,-58.430038399999994,-34.5785468,315.0,Charcas 5100,Charcas ,5100,37.9,USD 1200000,1200000.0,45480000.0,3809.52381,144380.95238099998,PALERMO,14.0,1427,C1427BYL
VTA,TERRENO,-58.4690777,-34.580622999999996,257.0,CHARLONE 1900,CHARLONE ,1900,37.9,USD 375000,375000.0,14212500.0,1459.143969,55301.55642000001,VILLA ORTUZAR,15.0,1427,C1427BYD
VTA,TERRENO,-58.463462899999996,-34.5782603,334.0,CHARLONE 1500,CHARLONE ,1500,37.9,USD 540000,540000.0,20466000.0,1616.766467,61275.449102,VILLA ORTUZAR,15.0,1260,C1260ACN
VTA,TERRENO,-58.4130225,-34.6354374,577.0,Chiclana 3400,Chiclana ,3400,37.9,USD 1000000,1000000.0,37900000.0,1733.102253,65684.57539,BOEDO,5.0,1098,C1098ABD
VTA,TERRENO,-58.38135989999999,-34.6130871,2100.0,Chile 1500,Chile ,1500,37.9,USD 2300000,2300000.0,87170000.0,1095.238095,41509.52381,MONTSERRAT,1.0,1419,C1419BDR
VTA,TERRENO,-58.51404010000001,-34.5977716,375.0,CHIVILCOY 4338,CHIVILCOY ,4338,37.9,USD 850000,850000.0,32215000.0,2266.666667,85906.666667,VILLA DEVOTO,11.0,1427,C1427CXS
VTA,TERRENO,-58.4702939,-34.5879679,134.0,CHORROARIN 900,CHORROARIN ,900,37.9,USD 370000,370000.0,14023000.0,2761.19403,104649.25373099999,PATERNAL,15.0,,
VTA,TERRENO,-58.480123,-34.600049,175.0,Cittadini y Bordabehere,Cittadini y Bordabehere,,37.9,USD 189000,189000.0,7163100.0,1080.0,40932.0,VILLA DEL PARQUE,11.0,1426,C1426AGH
VTA,TERRENO,-58.443531400000005,-34.5731799,417.0,Ciudad De La Paz 500,Ciudad De La Paz ,500,37.9,USD 1835000,1835000.0,69546500.0,4400.479616,166778.177458,COLEGIALES,13.0,1437,C1437JNF
VTA,TERRENO,-58.397105599999996,-34.640564700000006,299.0,Colonia 300,Colonia ,300,37.9,USD 475000,475000.0,18002500.0,1588.6287630000002,60209.0301,PARQUE PATRICIOS,4.0,1431,C1431FTH
VTA,TERRENO,-58.479918999999995,-34.57472,130.0,Combatientes de Malvinas 3800,Combatientes de Malvinas ,3800,37.9,USD 330000,330000.0,12507000.0,2538.461538,96207.692308,VILLA URQUIZA,12.0,1417,C1417CZC
VTA,TERRENO,-58.487497399999995,-34.5999444,1020.0,Condarco 3021,Condarco ,3021,37.9,USD 645000,645000.0,24445500.0,632.352941,23966.176471000002,VILLA DEL PARQUE,11.0,1406,C1406AFE
VTA,TERRENO,-58.467992599999995,-34.6273189,235.0,Condarco 321,Condarco ,321,37.9,USD 359000,359000.0,13606100.0,1527.659574,57898.297872,FLORES,7.0,1419,C1419DRK
VTA,TERRENO,-58.507917299999995,-34.575924799999996,231.0,Condarco 5835,Condarco ,5835,37.9,USD 280000,280000.0,10612000.0,1212.121212,45939.393939,VILLA PUEYRREDON,12.0,1430,C1430FHD
VTA,TERRENO,-58.473372999999995,-34.55838320000001,503.0,Conde 3100,Conde ,3100,37.9,USD 740000,740000.0,28046000.0,1471.1729619999999,55757.455268,COGHLAN,12.0,,
VTA,TERRENO,-58.3926061,-34.6098208,950.0,Congreso,Congreso,,37.9,USD 950000,950000.0,36005000.0,1000.0,37900.0,BALVANERA,3.0,1428,C1428BVT
VTA,TERRENO,-58.4663740709,-34.557531902600005,177.0,Congreso AV. 2810,Congreso AV. ,2810,37.9,USD 860000,860000.0,32594000.0,4858.757062,184146.892655,NUâ”œÃ¦EZ,13.0,1188,C1188AAT
VTA,TERRENO,-58.424684084656,-34.596992278329,1200.0,Cordoba 4100,Cordoba ,4100,37.9,USD 990000,990000.0,37521000.0,825.0,31267.5,PALERMO,14.0,1188,C1188AAU
VTA,TERRENO,-58.4300558,-34.5943055,1380.0,CORDOBA 4200,CORDOBA ,4200,37.9,USD 2000000,2000000.0,75800000.0,1449.2753619999999,54927.536232000006,PALERMO,14.0,1194,C1194AAT
VTA,TERRENO,-58.42309,-34.60288,1091.0,CORRIENTES 4100,CORRIENTES ,4100,37.9,USD 4000000,4000000.0,151600000.0,3666.361137,138955.087076,ALMAGRO,5.0,1195,C1195AAO
VTA,TERRENO,-58.42685,-34.60267,185.0,CORRIENTES 4300,CORRIENTES ,4300,37.9,USD 1100000,1100000.0,41690000.0,5945.945946,225351.35135100002,ALMAGRO,5.0,1414,C1414AJU
VTA,TERRENO,-58.4418522,-34.596908,203.0,CORRIENTES 5500,CORRIENTES ,5500,37.9,USD 850000,850000.0,32215000.0,4187.192118,158694.581281,VILLA CRESPO,15.0,1414,C1414AJZ
VTA,TERRENO,-58.445920799999996,-34.593179600000006,442.0,CORRIENTES 6000,CORRIENTES ,6000,37.9,USD 1200000,1200000.0,45480000.0,2714.932127,102895.927602,VILLA CRESPO,15.0,1414,C1414AKN
VTA,TERRENO,-58.446526,-34.592622,476.0,CORRIENTES 6100,CORRIENTES ,6100,37.9,USD 1200000,1200000.0,45480000.0,2521.0084030000003,95546.218487,CHACARITA,15.0,1414,C1414AKN
VTA,TERRENO,-58.447093,-34.591982,405.0,CORRIENTES 6100,CORRIENTES ,6100,37.9,USD 1800000,1800000.0,68220000.0,4444.444444,168444.444444,CHACARITA,15.0,1428,C1428AER
VTA,TERRENO,-58.45908539999999,-34.5560765,192.0,Cuba 2622,Cuba ,2622,37.9,USD 1200000,1200000.0,45480000.0,6250.0,236875.0,BELGRANO,13.0,1406,C1406ENB
VTA,TERRENO,-58.466696999999996,-34.630708,370.0,Culpina 0-100,Culpina ,100,37.9,USD 1400000,1400000.0,53060000.0,3783.783784,143405.405405,FLORES,7.0,1406,C1406ENT
VTA,TERRENO,-58.4587848,-34.6408622,132.0,CULPINA 1000,CULPINA ,1000,37.9,USD 130000,130000.0,4927000.0,984.848485,37325.757575999996,FLORES,7.0,1414,C1414CUD
VTA,TERRENO,-58.4485744,-34.5967315,198.0,DARWIN 200,DARWIN ,200,37.9,USD 450000,450000.0,17055000.0,2272.727273,86136.363636,VILLA CRESPO,15.0,1414,C1414CUD
VTA,TERRENO,-58.449105,-34.596865,374.0,DARWIN 200,DARWIN ,200,37.9,USD 800000,800000.0,30320000.0,2139.037433,81069.518717,VILLA CRESPO,15.0,1405,C1405DCW
VTA,TERRENO,-58.4447299,-34.6077679,266.0,DIAZ VELEZ 5500,DIAZ VELEZ ,5500,37.9,USD 960000,960000.0,36384000.0,3609.0225560000003,136781.954887,CABALLITO,6.0,1407,C1407HFQ
VTA,TERRENO,-58.4770221,-34.6392609,613.0,Directorio 3700,Directorio ,3700,37.9,USD 1100000,1100000.0,41690000.0,1794.453507,68009.78792799999,PARQUE AVELLANEDA,9.0,1427,C1427CZB
VTA,TERRENO,-58.470970900000005,-34.585151200000006,250.0,DONADO 900,DONADO ,900,37.9,USD 400000,400000.0,15160000.0,1600.0,60640.0,VILLA ORTUZAR,15.0,1406,C1406BOT
VTA,TERRENO,-58.459142500000006,-34.6148603,449.0,Donato Alvarez 900,Donato Alvarez ,900,37.9,USD 1450000,1450000.0,54955000.0,3229.3986640000003,122394.20935399999,FLORES,7.0,1405,C1405AEB
VTA,TERRENO,-58.444466034392995,-34.617445459022,351.0,dr. nicolas repetto 300,dr. nicolas repetto ,300,37.9,USD 750000,750000.0,28425000.0,2136.752137,80982.905983,CABALLITO,6.0,1428,C1428DRX
VTA,TERRENO,-58.456686399999995,-34.562084399999996,825.0,Echeverria 2800,Echeverria ,2800,37.9,USD 3600000,3600000.0,136440000.0,4363.636364,165381.818182,BELGRANO,13.0,1424,C1424AYJ
VTA,TERRENO,-58.44312579999999,-34.6289098,408.0,Emilio Mitre 500,Emilio Mitre ,500,37.9,USD 1200000,1200000.0,45480000.0,2941.176471,111470.58823499999,CABALLITO,6.0,1079,C1079ABN
VTA,TERRENO,-58.3918539,-34.610196,2105.0,Entre Rios 100,Entre Rios ,100,37.9,USD 1200000,1200000.0,45480000.0,570.0712589999999,21605.700713,BALVANERA,3.0,,
VTA,TERRENO,-58.45849739999999,-34.6029049,338.0,ESPINOSA ARZOBISPO 1900,ESPINOSA ARZOBISPO ,1900,37.9,USD 850000,850000.0,32215000.0,2514.792899,95310.650888,PATERNAL,15.0,1246,C1246ABF
VTA,TERRENO,-58.4035595,-34.6297644,343.0,Esteban de Luca 1600,Esteban de Luca ,1600,37.9,USD 295000,295000.0,11180500.0,860.058309,32596.209913,PARQUE PATRICIOS,4.0,1427,C1427COV
VTA,TERRENO,-58.464854700000004,-34.58108120000001,330.0,ESTOMBA 1000,ESTOMBA ,1000,37.9,USD 290000,290000.0,10991000.0,878.7878789999999,33306.060606,VILLA ORTUZAR,15.0,1427,C1427COR
VTA,TERRENO,-58.4649333,-34.582995399999994,225.0,ESTOMBA 800,ESTOMBA ,800,37.9,USD 340000,340000.0,12886000.0,1511.111111,57271.111111,VILLA ORTUZAR,15.0,1406,C1406FGL
VTA,TERRENO,-58.467369999999995,-34.640240000000006,176.0,F BILBAO 3200,F BILBAO ,3200,37.9,USD 340000,340000.0,12886000.0,1931.818182,73215.909091,FLORES,7.0,1407,C1407MHL
VTA,TERRENO,-58.48515160000001,-34.6262943,290.0,Felipe Vallese 3900,Felipe Vallese ,3900,37.9,USD 695000,695000.0,26340500.0,2396.551724,90829.310345,FLORESTA,10.0,,
VTA,TERRENO,-58.473141000000005,-34.621818,425.0,Flores Nazca y Paez,Flores Nazca y Paez,,37.9,USD 1900000,1900000.0,72010000.0,4470.588235,169435.29411800002,FLORES,7.0,,
VTA,TERRENO,-58.4486159,-34.622546,340.0,Fragata Sarmiento,Fragata Sarmiento,,37.9,USD 550000,550000.0,20845000.0,1617.647059,61308.823528999994,CABALLITO,6.0,,
VTA,TERRENO,-58.459486399999996,-34.6055184,2300.0,FRAGATA SARMIENTO,FRAGATA SARMIENTO,,0.0,$ 1300000,34300.0,1300000.0,14.913043,565.217391,VILLA GRAL. MITRE,11.0,1416,C1416CBJ
VTA,TERRENO,-58.4588335725,-34.6058666825,350.0,Fragata Sarmiento  1600,Fragata Sarmiento  ,1600,37.9,USD 1100000,1100000.0,41690000.0,3142.857143,119114.28571400001,CABALLITO,6.0,1406,C1406FFD
VTA,TERRENO,-58.4501065,-34.6313156,165.0,Francisco Bilbao 1500,Francisco Bilbao ,1500,37.9,U$S 330000,330000.0,12507000.0,2000.0,75800.0,PARQUE CHACABUCO,7.0,,
VTA,TERRENO,-58.459183869300006,-34.6149159,449.0,Franklyn 1700,Franklyn ,1700,37.9,USD 1450000,1450000.0,54955000.0,3229.3986640000003,122394.20935399999,FLORES,7.0,1428,C1428CZL
VTA,TERRENO,-58.4683366,-34.562048299999994,350.0,FREIRE 2600,FREIRE ,2600,37.9,USD 570000,570000.0,21603000.0,1628.5714289999999,61722.857142999994,COGHLAN,12.0,1428,C1428CZL
VTA,TERRENO,-58.4683406,-34.5621037,75.0,Freire 2600,Freire ,2600,37.9,USD 539000,539000.0,20428100.0,7186.666667,272374.666667,COGHLAN,12.0,1419,C1419GFZ
VTA,TERRENO,-58.508009799999996,-34.5911782,1073.0,Gabriela Mistral 3400,Gabriela Mistral ,3400,37.9,USD 690000,690000.0,26151000.0,643.05685,24371.854613,VILLA DEVOTO,11.0,1416,C1416DHP
VTA,TERRENO,-58.472608400000006,-34.6166232,405.0,Galicia 2600,Galicia ,2600,37.9,USD 290000,290000.0,10991000.0,716.049383,27138.271605,VILLA GRAL. MITRE,11.0,1172,C1172ABT
VTA,TERRENO,-58.411843000000005,-34.597466499999996,305.0,GALLO 1000,GALLO ,1000,37.9,USD 1400000,1400000.0,53060000.0,4590.163934,173967.21311500002,RECOLETA,2.0,1416,C1416DRQ
VTA,TERRENO,-58.451090799999996,-34.6102385,189.0,GAONA 1600,GAONA ,1600,37.9,USD 950000,950000.0,36005000.0,5026.455026,190502.645503,CABALLITO,6.0,1407,C1407FXB
VTA,TERRENO,-58.420095200000006,-34.6266972,183.0,GARCIA  JUAN A. 4700,GARCIA  JUAN A. ,4700,37.9,USD 300000,300000.0,11370000.0,1639.3442619999998,62131.147541,BOEDO,5.0,1181,C1181ACB
VTA,TERRENO,-58.424727299999994,-34.609452600000004,534.0,GASCON 200,GASCON ,200,37.9,USD 980000,980000.0,37142000.0,1835.205993,69554.307116,ALMAGRO,5.0,,
VTA,TERRENO,-58.467835,-34.586403999999995,150.0,Girardot entre Tronador y Estomba,Girardot entre Tronador y Estomba,,37.9,USD 255000,255000.0,9664500.0,1700.0,64430.0,VILLA ORTUZAR,15.0,1425,C1425FQF
VTA,TERRENO,-58.426624,-34.580139,837.0,Godoy Cruz 2500,Godoy Cruz ,2500,37.9,USD 4500000,4500000.0,170550000.0,5376.344086,203763.44086,PALERMO,14.0,1419,C1419EVT
VTA,TERRENO,-58.508564,-34.587686,442.0,Griveo 3200,Griveo ,3200,37.9,USD 380000,380000.0,14402000.0,859.728507,32583.710407,VILLA PUEYRREDON,12.0,,
VTA,TERRENO,-58.41894839999999,-34.5892956,72.0,GUATEMALA 4100,GUATEMALA ,4100,37.9,USD 695000,695000.0,26340500.0,9652.777778,365840.27777800005,PALERMO,14.0,1427,C1427BSF
VTA,TERRENO,-58.46261020000001,-34.5839144,372.0,GUEVARA 1300,GUEVARA ,1300,37.9,USD 500000,500000.0,18950000.0,1344.086022,50940.860215,VILLA ORTUZAR,15.0,1414,C1414DHB
VTA,TERRENO,-58.445053200000004,-34.600807200000006,215.0,GURRUCHAGA 100,GURRUCHAGA ,100,37.9,USD 340000,340000.0,12886000.0,1581.3953490000001,59934.883721000006,VILLA CRESPO,15.0,1416,C1416BBY
VTA,TERRENO,-58.486720999999996,-34.6091956,88.0,HELGUERA 2195,HELGUERA ,2195,37.9,USD 265000,265000.0,10043500.0,3011.363636,114130.68181800001,VILLA DEL PARQUE,11.0,1417,C1417CQL
VTA,TERRENO,-58.491888,-34.603581,730.0,Helguera 2750,Helguera ,2750,37.9,USD 1200000,1200000.0,45480000.0,1643.835616,62301.369863,VILLA DEL PARQUE,11.0,1417,C1417CQJ
VTA,TERRENO,-58.49165870000001,-34.603748700000004,188.0,Helguera 2700,Helguera ,2700,37.9,USD 620000,620000.0,23498000.0,3297.87234,124989.361702,VILLA DEL PARQUE,11.0,1295,C1295ABL
VTA,TERRENO,-58.37796120000001,-34.6375911,7800.0,Herrera 700,Herrera ,700,37.9,USD 7500000,7500000.0,284250000.0,961.5384619999999,36442.307692,BARRACAS,4.0,1414,C1414CSB
VTA,TERRENO,-58.4505302,-34.5970273,367.0,HUMBOLDT 100,HUMBOLDT ,100,37.9,USD 693000,693000.0,26264700.0,1888.283379,71565.94005399999,VILLA CRESPO,15.0,1414,C1414CSD
VTA,TERRENO,-58.450044299999995,-34.596448200000005,164.0,HUMBOLDT 200,HUMBOLDT ,200,37.9,USD 370000,370000.0,14023000.0,2256.097561,85506.097561,VILLA CRESPO,15.0,1258,C1258AAD
VTA,TERRENO,-58.401003,-34.629324,176.0,Inclan 2500,Inclan ,2500,37.9,USD 360000,360000.0,13644000.0,2045.4545449999998,77522.727273,PARQUE PATRICIOS,4.0,,
VTA,TERRENO,-58.3795682,-34.617467600000005,1128.0,Independencia 900,Independencia ,900,37.9,USD 3100000,3100000.0,117490000.0,2748.22695,104157.80141799999,MONTSERRAT,1.0,1268,C1268ACX
VTA,TERRENO,-58.37222020000001,-34.643663399999994,380.0,Isabel la catolica 1200,Isabel la catolica ,1200,37.9,USD 850000,850000.0,32215000.0,2236.842105,84776.315789,BARRACAS,4.0,1430,C1430AGH
VTA,TERRENO,-58.481465500000006,-34.5546771,225.0,JARAMILLO 3800,JARAMILLO ,3800,37.9,USD 370000,370000.0,14023000.0,1644.444444,62324.44444400001,SAAVEDRA,12.0,1417,C1417AQF
VTA,TERRENO,-58.4990933,-34.610557899999996,450.0,Joaquin V.gonzalez 2400,Joaquin V.gonzalez ,2400,37.9,USD 580000,580000.0,21982000.0,1288.888889,48848.888889,MONTE CASTRO,10.0,1186,C1186AAR
VTA,TERRENO,-58.419078799999994,-34.5964339,202.0,JOSE ANTONIO CABRERA 3700,JOSE ANTONIO CABRERA ,3700,37.9,USD 425000,425000.0,16107500.0,2103.960396,79740.09901,PALERMO,14.0,1236,C1236ABJ
VTA,TERRENO,-58.424536399999994,-34.6240842,477.0,Jose Marmol 850,Jose Marmol ,850,37.9,USD 940000,940000.0,35626000.0,1970.649895,74687.631027,BOEDO,5.0,1269,C1269ACJ
VTA,TERRENO,-58.371022700000005,-34.645977200000004,360.0,Jovellanos 1400,Jovellanos ,1400,37.9,USD 360000,360000.0,13644000.0,1000.0,37900.0,BARRACAS,4.0,1416,C1416ELP
VTA,TERRENO,-58.48509,-34.612477,464.0,Juan AgustÃ”ÃªÃœÃ”Ã«Ã¡n GarcÃ”ÃªÃœÃ”Ã«Ã¡a 3100,Juan Agust,3100,37.9,USD 320000,320000.0,12128000.0,689.655172,26137.931034,VILLA SANTA RITA,11.0,1406,C1406GRV
VTA,TERRENO,-58.4564549,-34.629627899999996,3200.0,Juan b Alberdi 2000,Juan b Alberdi ,2000,37.9,USD 1400000,1400000.0,53060000.0,437.5,16581.25,FLORES,7.0,,
VTA,TERRENO,-58.44760279999999,-34.597175899999996,1050.0,juan b justo,juan b justo,,37.9,USD 5000000,5000000.0,189500000.0,4761.904762,180476.190476,VILLA CRESPO,15.0,1440,C1440AAS
VTA,TERRENO,-58.499793000000004,-34.649637,418.0,JUAN B. ALBERDI 5500,JUAN B. ALBERDI ,5500,37.9,USD 550000,550000.0,20845000.0,1315.789474,49868.421053,MATADEROS,9.0,1407,C1407FAT
VTA,TERRENO,-58.489135600000004,-34.6261234,325.0,Juan B. Justo 6900,Juan B. Justo ,6900,37.9,USD 675000,675000.0,25582500.0,2076.923077,78715.384615,FLORESTA,10.0,1407,C1407GZV
VTA,TERRENO,-58.485137,-34.640091,470.0,Juan Bautista Alberdi 4200,Juan Bautista Alberdi ,4200,37.9,USD 830000,830000.0,31457000.0,1765.9574469999998,66929.787234,VELEZ SARSFIELD,10.0,1406,C1406GSU
VTA,TERRENO,-58.47278910000001,-34.6347865,536.0,Juan Bautista Alberdi 3200,Juan Bautista Alberdi ,3200,37.9,USD 800000,800000.0,30320000.0,1492.537313,56567.164179,FLORESTA,10.0,,
VTA,TERRENO,-58.462529,-34.607061,115.0,juan bjusto 4381,juan bjusto ,4381,37.9,USD 200000,200000.0,7580000.0,1739.1304350000003,65913.04347799999,VILLA GRAL. MITRE,11.0,1038,C1038AAP
VTA,TERRENO,-58.378440000000005,-34.60586,240.0,Juan Domingo PerÃ”ÃªÃœÃ”Ã«Ã‘n 800,Juan Domingo Per,800,37.9,USD 890000,890000.0,33731000.0,3708.333333,140545.833333,SAN NICOLAS,1.0,1198,C1198AAU
VTA,TERRENO,-58.42048570000001,-34.6059304,1047.0,Juan Domingo Peron 3845,Juan Domingo Peron ,3845,37.9,USD 1500000,1500000.0,56850000.0,1432.6647560000001,54297.994269,ALMAGRO,5.0,1429,C1429BYF
VTA,TERRENO,-58.461828000000004,-34.548047,321.0,JUANA AZURDUY 1800,JUANA AZURDUY ,1800,37.9,USD 1000000,1000000.0,37900000.0,3115.264798,118068.53582599999,NUâ”œÃ¦EZ,13.0,1247,C1247ABV
VTA,TERRENO,-58.39907339999999,-34.6348787,89.0,Jujuy 2100,Jujuy ,2100,37.9,USD 310000,310000.0,11749000.0,3483.146067,132011.23595499998,PARQUE PATRICIOS,4.0,1425,C1425DHJ
VTA,TERRENO,-58.415780000000005,-34.5874885,100.0,Julian Alvarez 2400,Julian Alvarez ,2400,37.9,USD 950000,950000.0,36005000.0,9500.0,360050.0,PALERMO,14.0,,
VTA,TERRENO,-58.4140519,-34.586367700000004,800.0,Julian Alvarez y Av. Santa Fe,Julian Alvarez y Av. Santa Fe,,37.9,USD 1100000,1100000.0,41690000.0,1375.0,52112.5,PALERMO,14.0,1125,C1125ABF
VTA,TERRENO,-58.402042200000004,-34.591038700000006,133.0,Juncal 2400,Juncal ,2400,37.9,USD 920000,920000.0,34868000.0,6917.293232999999,262165.413534,RECOLETA,2.0,1431,C1431CKF
VTA,TERRENO,-58.479987,-34.575903000000004,470.0,Juramento 4800,Juramento ,4800,37.9,USD 775000,775000.0,29372500.0,1648.93617,62494.680851,VILLA URQUIZA,12.0,1414,C1414CXO
VTA,TERRENO,-58.444683999999995,-34.594823,165.0,JUSTO JUAN B 2600,JUSTO JUAN B ,2600,37.9,USD 610000,610000.0,23119000.0,3696.969697,140115.151515,VILLA CRESPO,15.0,1414,C1414CXQ
VTA,TERRENO,-58.4470775,-34.597434,167.0,JUSTO JUAN B 2800,JUSTO JUAN B ,2800,37.9,USD 360000,360000.0,13644000.0,2155.688623,81700.598802,VILLA CRESPO,15.0,1416,C1416DJN
VTA,TERRENO,-58.4531045,-34.6010015,528.0,JUSTO JUAN B 3400,JUSTO JUAN B ,3400,37.9,USD 1750000,1750000.0,66325000.0,3314.393939,125615.53030299999,VILLA CRESPO,15.0,1250,C1250AAW
VTA,TERRENO,-58.4237321,-34.6383857,251.0,LA PLATA AV. 2000,LA PLATA AV. ,2000,37.9,USD 540000,540000.0,20466000.0,2151.394422,81537.848606,PARQUE CHACABUCO,7.0,1244,C1244ABP
VTA,TERRENO,-58.400216500000006,-34.637701,889.0,La rioja 2000,La rioja ,2000,37.9,USD 1550000,1550000.0,58745000.0,1743.5320579999998,66079.86501699999,PARQUE PATRICIOS,4.0,1416,C1416BIV
VTA,TERRENO,-58.471363399999994,-34.6042037,330.0,LAMAS ANDRES 2200,LAMAS ANDRES ,2200,37.9,USD 420000,420000.0,15918000.0,1272.727273,48236.363636,PATERNAL,15.0,1417,C1417GZD
VTA,TERRENO,-58.496309,-34.613209999999995,95.0,LASCANO 3800,LASCANO ,3800,37.9,USD 229900,229900.0,8713210.0,2420.0,91718.0,VILLA DEL PARQUE,11.0,1414,C1414DTB
VTA,TERRENO,-58.4370162,-34.60266370000001,200.0,LAVALLEJA 100,LAVALLEJA ,100,37.9,USD 960000,960000.0,36384000.0,4800.0,181920.0,VILLA CRESPO,15.0,1427,C1427BQB
VTA,TERRENO,-58.446644400000004,-34.589677200000004,247.0,LEMOS 100,LEMOS ,100,37.9,USD 710000,710000.0,26909000.0,2874.493927,108943.31983800001,CHACARITA,15.0,1414,C1414AZF
VTA,TERRENO,-58.43082,-34.59555,227.0,LERMA 300,LERMA ,300,37.9,USD 850000,850000.0,32215000.0,3744.4933920000003,141916.29955899998,VILLA CRESPO,15.0,1414,C1414AUB
VTA,TERRENO,-58.431267000000005,-34.60035433,351.0,LOYOLA 100,LOYOLA ,100,37.9,USD 950000,950000.0,36005000.0,2706.552707,102578.347578,VILLA CRESPO,15.0,1414,C1414AVH
VTA,TERRENO,-58.444559999999996,-34.58736,241.0,LOYOLA 1600,LOYOLA ,1600,37.9,USD 600000,600000.0,22740000.0,2489.6265559999997,94356.846473,CHACARITA,15.0,1430,C1430EDL
VTA,TERRENO,-58.494106,-34.552867600000006,117.0,LUGONES 4498,LUGONES ,4498,37.9,USD 220000,220000.0,8338000.0,1880.3418800000002,71264.957265,SAAVEDRA,12.0,,
VTA,TERRENO,-58.386875100000005,-34.6307829,337.0,LUIS SAEZ PEÃ”ÃªÃœâ”œÂ½A 1855,LUIS SAEZ PE,1855,37.9,USD 220000,220000.0,8338000.0,652.818991,24741.839763,CONSTITUCION,1.0,1416,C1416DNR
VTA,TERRENO,-58.4735119,-34.6187459,120.0,Luis Viale 2700,Luis Viale ,2700,37.9,USD 250000,250000.0,9475000.0,2083.333333,78958.333333,VILLA SANTA RITA,11.0,,
VTA,TERRENO,-58.49126999999999,-34.66644,500.0,M LEGUIZAMON 2900,M LEGUIZAMON ,2900,37.9,USD 300000,300000.0,11370000.0,600.0,22740.0,MATADEROS,9.0,1406,C1406BMJ
VTA,TERRENO,-58.460448,-34.614416999999996,280.0,M. R. Trelles 1100,M. R. Trelles ,1100,37.9,USD 650000,650000.0,24635000.0,2321.428571,87982.142857,VILLA GRAL. MITRE,11.0,1440,C1440BSH
VTA,TERRENO,-58.5099322,-34.6564136,400.0,Manuel Artigas 6800,Manuel Artigas ,6800,37.9,USD 420000,420000.0,15918000.0,1050.0,39795.0,MATADEROS,9.0,1431,C1431AJN
VTA,TERRENO,-58.4951149,-34.566468,1243.0,MANUELA PEDRAZA 5400,MANUELA PEDRAZA ,5400,37.9,USD 1400000,1400000.0,53060000.0,1126.307321,42687.047466,VILLA URQUIZA,12.0,1439,C1439FRP
