operacion,tipo,long,lat,m2total,direccion,calle,altura,cambio,preciotex,preciousd,precioars,preciousdm,precioarsm,barrio,comuna,codigo_postal,codigo_postal_argentino
VTA,TERRENO,-58.435175300000004,-34.6212441,1706.0,Josâ”œÃ¢â”¬Â® Marâ”œÃ¢â”¬Â¡a Moreno Y Formosa,Jos,,36.4,U$S 6000000,6000000.0,218400000.0,3516.9988280000002,128018.757327,CABALLITO,6.0,1416,C1416DJQ
VTA,TERRENO,-58.456503000000005,-34.603382,337.0,Juan B. Justo 3700,Juan B. Justo ,3700,36.4,U$S 1200000,1200000.0,43680000.0,3560.830861,129614.243323,VILLA CRESPO,15.0,1428,C1428BOT
VTA,TERRENO,-58.4650882,-34.5602095,390.0,Roosvelt 2900,Roosvelt ,2900,36.4,U$S 1400000,1400000.0,50960000.0,3589.74359,130666.66666700001,BELGRANO,13.0,1426,C1426AJH
VTA,TERRENO,-58.445742,-34.57314,229.0,Amenabar 600,Amenabar ,600,36.4,U$S 850000,850000.0,30940000.0,3711.7903929999998,135109.17030599999,COLEGIALES,13.0,1437,C1437JND
VTA,TERRENO,-58.3980072,-34.6381764,323.0,Av. Colonia 200,Av. Colonia ,200,36.4,U$S 1200000,1200000.0,43680000.0,3715.170279,135232.198142,PARQUE PATRICIOS,4.0,1426,C1426ALD
VTA,TERRENO,-58.4489527,-34.5716437,215.0,Moldes 800,Moldes ,800,36.4,U$S 800000,800000.0,29120000.0,3720.930233,135441.860465,COLEGIALES,13.0,1437,C1437JND
VTA,TERRENO,-58.3980072,-34.6381764,322.0,AV COLONIA 200,AV COLONIA ,200,36.4,U$S 1200000,1200000.0,43680000.0,3726.708075,135652.173913,PARQUE PATRICIOS,4.0,,
VTA,TERRENO,-58.5026176,-34.6021507,531.0,Ricardo Gutierrez,Ricardo Gutierrez,,36.4,U$S 2000000,2000000.0,72800000.0,3766.4783429999998,137099.811676,VILLA DEL PARQUE,11.0,,
VTA,TERRENO,-58.4890235,-34.5713581,200.0,Nahuel Huapi,Nahuel Huapi,,36.4,U$S 770000,770000.0,28028000.0,3850.0,140140.0,VILLA URQUIZA,12.0,,
VTA,TERRENO,-58.469616099999996,-34.5643196,1160.0,Monroe y Superâ”œÃ¢â”¬Â¡,Monroe y Super,,36.4,U$S 4500000,4500000.0,163800000.0,3879.3103450000003,141206.896552,COGHLAN,12.0,,
VTA,TERRENO,-58.48288929999999,-34.574758,1930.0,Olazabal y Pacheco,Olazabal y Pacheco,,36.4,U$S 7500000,7500000.0,273000000.0,3886.0103630000003,141450.777202,VILLA URQUIZA,12.0,,
VTA,TERRENO,-58.472151000000004,-34.568096999999995,254.0,NAON Y OLAZABAL,NAON Y OLAZABAL,,36.4,U$S 990000,990000.0,36036000.0,3897.637795,141874.015748,BELGRANO,13.0,1209,C1209AAN
VTA,TERRENO,-58.40695649999999,-34.6150177,303.0,Belgrano Av. 2900,Belgrano Av. ,2900,36.4,U$S 1200000,1200000.0,43680000.0,3960.3960399999996,144158.41584200002,BALVANERA,3.0,1427,C1427CCU
VTA,TERRENO,-58.453410999999996,-34.579820899999994,208.0,Alvarez Thomas 800,Alvarez Thomas ,800,36.4,U$S 850000,850000.0,30940000.0,4086.5384619999995,148750.0,CHACARITA,15.0,1431,C1431FOT
VTA,TERRENO,-58.4815924222,-34.5722416703,340.0,Alvarez Thomas 3000,Alvarez Thomas ,3000,36.4,U$S 1390000,1390000.0,50596000.0,4088.2352939999996,148811.764706,VILLA URQUIZA,12.0,,
VTA,TERRENO,-58.4570892,-34.5549442,162.0,O&#x27;Higgins nâ”œÃ©â”¬â•‘ 2611,O,27,36.4,U$S 690000,690000.0,25116000.0,4259.259259,155037.037037,BELGRANO,13.0,1051,C1051ABB
VTA,TERRENO,-58.394377,-34.603333,636.0,Lavalle 1900,Lavalle ,1900,36.4,U$S 2760000,2760000.0,100464000.0,4339.622642,157962.264151,BALVANERA,3.0,1107,C1107APN
VTA,TERRENO,-58.36422334,-34.62509724,515.0,ING HUERGO 1400,ING HUERGO ,1400,36.4,U$S 2250000,2250000.0,81900000.0,4368.932039,159029.12621400002,SAN TELMO,1.0,1051,C1051ABB
VTA,TERRENO,-58.394377,-34.603333,446.0,Lavalle 1900,Lavalle ,1900,36.4,U$S 1950000,1950000.0,70980000.0,4372.197309,159147.982063,BALVANERA,3.0,1414,C1414CID
VTA,TERRENO,-58.4232966,-34.571149600000005,329.0,FITZ ROY 2000,FITZ ROY ,2000,36.4,U$S 1450000,1450000.0,53940000.0,4407.294833,163951.367781,PALERMO,14.0,1426,C1426AJM
VTA,TERRENO,-58.447916000000006,-34.571417,158.0,Amenabar 883 / 887,Amenabar ,883,36.4,U$S 700000,700000.0,25480000.0,4430.379747,161265.822785,COLEGIALES,13.0,1155,C1155AAA
VTA,TERRENO,-58.456686399999995,-34.562084399999996,800.0,11 de Septiembre 2700, de Septiembre ,11,36.4,U$S 3600000,3600000.0,131040000.0,4500.0,163800.0,BELGRANO,13.0,1143,C1143AAH
VTA,TERRENO,-58.3705892,-34.626996000000005,274.0,Defensa 1600,Defensa ,1600,36.4,U$S 1250000,1250000.0,45500000.0,4562.043796,166058.394161,SAN TELMO,1.0,,
VTA,TERRENO,-58.461234,-34.616762,138.0,Neuquâ”œÃ¢â”¬Â®n Y Terrero,Neuqu,,36.4,U$S 630000,630000.0,22932000.0,4565.217390999999,166173.913043,FLORES,7.0,,
VTA,TERRENO,-58.49031,-34.578945000000004,194.0,MENDOZA Y BURELA,MENDOZA Y BURELA,,36.4,U$S 890000,890000.0,32396000.0,4587.628866,166989.690722,VILLA URQUIZA,12.0,1083,C1083AAN
VTA,TERRENO,-58.40570699999999,-34.6112888,322.0,AVENIDA JUJUY 100,AVENIDA JUJUY ,100,36.4,U$S 1490000,1490000.0,54236000.0,4627.329193,168434.782609,BALVANERA,3.0,1425,C1425BPT
VTA,TERRENO,-58.414237,-34.591573,340.0,Mansilla 3500,Mansilla ,3500,36.4,U$S 1600000,1600000.0,58240000.0,4705.882353,171294.117647,PALERMO,14.0,1051,C1051ABB
VTA,TERRENO,-58.394259999999996,-34.603274,190.0,lavalle 1900,lavalle ,1900,36.4,U$S 910000,910000.0,33124000.0,4789.4736840000005,174336.842105,BALVANERA,3.0,,
VTA,TERRENO,-58.446358,-34.59369,181.0,HUMBOLDT AL 500,HUMBOLDT AL ,500,36.4,U$S 870000,870000.0,31668000.0,4806.629834,174961.325967,VILLA CRESPO,15.0,1414,C1414CPT
VTA,TERRENO,-58.4366421,-34.5792691,312.0,Ravignani 2000,Ravignani ,2000,36.4,U$S 1500000,1500000.0,54600000.0,4807.692308,175000.0,PALERMO,14.0,1427,C1427AAP
VTA,TERRENO,-58.4654121,-34.5842511,175.0,TRIUNVIRATO 3000,TRIUNVIRATO ,3000,36.4,U$S 850000,850000.0,30940000.0,4857.142857,176800.0,VILLA ORTUZAR,15.0,1431,C1431FPO
VTA,TERRENO,-58.485065000000006,-34.569967,156.0,Alvarez Thomas 3400,Alvarez Thomas ,3400,36.4,U$S 769900,769900.0,28024360.0,4935.25641,179643.333333,VILLA URQUIZA,12.0,1425,C1425BWP
VTA,TERRENO,-58.4232966,-34.571149600000005,303.0,soler 4000,soler ,4000,36.4,U$S 1500000,1500000.0,54600000.0,4950.49505,180198.019802,PALERMO,14.0,1414,C1414DNN
VTA,TERRENO,-58.441237,-34.601286,550.0,Av. Scalabrini Ortiz 100,Av. Scalabrini Ortiz ,100,36.4,U$S 2800000,2800000.0,101920000.0,5090.9090909999995,185309.090909,VILLA CRESPO,15.0,1429,C1429ABQ
VTA,TERRENO,-58.473102600000004,-34.5418842,764.0,Av. Cabildo 4600,Av. Cabildo ,4600,36.4,U$S 4000000,4000000.0,145600000.0,5235.602094,190575.91623,NUâ”œÃ¦EZ,13.0,1428,C1428DRV
VTA,TERRENO,-58.458514,-34.5646175,267.0,Echeverria 2700,Echeverria ,2700,36.4,U$S 1400000,1400000.0,50960000.0,5243.445693,190861.423221,BELGRANO,13.0,,
VTA,TERRENO,-58.4259228,-34.5915318,1600.0,Av. Scalabrini Ortiz y Honduras,Av. Scalabrini Ortiz y Honduras,,36.4,U$S 8700000,8700000.0,316680000.0,5437.5,197925.0,PALERMO,14.0,1429,C1429AAS
VTA,TERRENO,-58.4673262,-34.5505375,656.0,Av. Cabildo 3500,Av. Cabildo ,3500,36.4,U$S 3690000,3690000.0,134316000.0,5625.0,204750.0,NUâ”œÃ¦EZ,13.0,1425,C1425BRV
VTA,TERRENO,-58.415406999999995,-34.591764000000005,170.0,Paraguay 3600,Paraguay ,3600,36.4,U$S 980000,980000.0,35672000.0,5764.705882,209835.29411800002,PALERMO,14.0,1425,C1425FLQ
VTA,TERRENO,-58.42329788,-34.57114792,177.0,Darregueyra 2400,Darregueyra ,2400,36.4,U$S 1030000,1030000.0,37492000.0,5819.20904,211819.20904000002,PALERMO,14.0,1428,C1428DQN
VTA,TERRENO,-58.445370200000006,-34.5567631,800.0,Echeverria 1300,Echeverria ,1300,36.4,U$S 4800000,4800000.0,174720000.0,6000.0,218400.0,BELGRANO,13.0,1186,C1186AAH
VTA,TERRENO,-58.411645299999996,-34.596926700000004,148.0,Jose A Cabrera 3200,Jose A Cabrera ,3200,36.4,U$S 890000,890000.0,32396000.0,6013.513514,218891.891892,RECOLETA,2.0,1428,C1428AFJ
VTA,TERRENO,-58.455669400000005,-34.55852509,375.0,Arcos 2300,Arcos ,2300,36.4,U$S 2300000,2300000.0,83720000.0,6133.333333,223253.333333,BELGRANO,13.0,1429,C1429CMN
VTA,TERRENO,-58.466530000000006,-34.554676,159.0,Ibera 2618,Ibera ,2618,36.4,U$S 980000,980000.0,35672000.0,6163.522013000001,224352.201258,NUâ”œÃ¦EZ,13.0,1407,C1407FAQ
VTA,TERRENO,-58.485513899999994,-34.6251656,481.0,Juan B. Justo 6600,Juan B. Justo ,6600,36.4,U$S 3000000,3000000.0,109200000.0,6237.006237,227027.027027,FLORESTA,10.0,1427,C1427AAV
VTA,TERRENO,-58.472778582495,-34.582004061332995,174.0,Triunvirato 3600,Triunvirato ,3600,36.4,U$S 1100000,1100000.0,40040000.0,6321.83908,230114.942529,VILLA ORTUZAR,15.0,1426,C1426CQN
VTA,TERRENO,-58.456686399999995,-34.562084399999996,143.0,AV. FEDERICO LACROZE 2800,AV. FEDERICO LACROZE ,2800,36.4,U$S 950000,950000.0,34580000.0,6643.356643,241818.18181799998,BELGRANO,13.0,1425,C1425DES
VTA,TERRENO,-58.4115589,-34.5855769,281.0,Salguero 2200,Salguero ,2200,36.4,U$S 1950000,1950000.0,70980000.0,6939.501779000001,252597.864769,PALERMO,14.0,1428,C1428DHP
VTA,TERRENO,-58.455878000000006,-34.558547,266.0,Olazabal 2100,Olazabal ,2100,36.4,U$S 1850000,1850000.0,67340000.0,6954.887218000001,253157.894737,BELGRANO,13.0,1063,C1063ACZ
VTA,TERRENO,-58.3681209,-34.6237469,575.0,Avenida Paseo Colon 1300,Avenida Paseo Colon ,1300,36.4,U$S 4200000,4200000.0,152880000.0,7304.347826,265878.26087,SAN TELMO,1.0,1262,C1262ABB
VTA,TERRENO,-58.3989968,-34.6352982,95.0,Rondeau *  ( Bs ) 2400,Rondeau ,2400,36.4,U$S 730000,730000.0,26572000.0,7684.210526000001,279705.263158,PARQUE PATRICIOS,4.0,1431,C1431CGW
VTA,TERRENO,-58.490145245508,-34.578845873885,0.0,Olazabal 5400,Olazabal ,5400,36.4,U$S 1250000,1250000.0,45500000.0,7812.0,284375.0,VILLA URQUIZA,12.0,1428,C1428DKB
VTA,TERRENO,-58.452441,-34.557947,164.0,Mendoza 1800,Mendoza ,1800,36.4,U$S 1350000,1350000.0,49140000.0,8231.707317,299634.146341,BELGRANO,13.0,1426,C1426AKH
VTA,TERRENO,-58.456686399999995,-34.562084399999996,600.0,Amenabar 1800,Amenabar ,1800,36.4,U$S 5000000,5000000.0,182000000.0,8333.333333,303333.333333,BELGRANO,13.0,1428,C1428BVD
VTA,TERRENO,-58.459264000000005,-34.553916,178.0,Av. Congreso 2100,Av. Congreso ,2100,36.4,U$S 1500000,1500000.0,54600000.0,8426.966292000001,306741.573034,BELGRANO,13.0,,
VTA,TERRENO,-58.4451035,-34.5843835,190.0,Câ”œÃ¢â”¬â”‚rdoba  6050,C,6050,36.4,U$S 1650000,1650000.0,60060000.0,8684.210526,316105.263158,CHACARITA,15.0,,
VTA,TERRENO,-58.4355947,-34.580299100000005,168.0,Nicaragua,Nicaragua,,36.4,U$S 1600000,1600000.0,58240000.0,9523.809524,346666.666667,PALERMO,14.0,1046,C1046AAS
VTA,TERRENO,-58.4060177,-34.6046982,300.0,Corrientes 2800,Corrientes ,2800,36.4,U$S 2950000,2950000.0,107380000.0,9833.333333,357933.333333,BALVANERA,3.0,1054,C1054AAT
VTA,TERRENO,-58.374309999999994,-34.595888,280.0,Cordoba 800,Cordoba ,800,36.4,U$S 3200000,3200000.0,116480000.0,11428.571429000001,416000.0,RETIRO,1.0,1170,C1170AAB
VTA,TERRENO,-58.4105873,-34.622660499999995,346.0,24 de Noviembre 1000, de Noviembre ,24,37.9,USD 650000,650000.0,24635000.0,1878.6127170000002,71199.421965,SAN CRISTOBAL,3.0,1170,C1170AAB
VTA,TERRENO,-58.4111936,-34.6149949,870.0,24 DE NOVIEMBRE 300, DE NOVIEMBRE ,24,37.9,USD 1500000,1500000.0,56850000.0,1724.1379309999998,65344.827586,BALVANERA,3.0,,
VTA,TERRENO,-58.512893999999996,-34.61252,142.0,4700,,4700,37.9,USD 215000,215000.0,8148500.0,1514.084507,57383.802816999996,VILLA DEVOTO,11.0,,
VTA,TERRENO,-58.51724920000001,-34.6438877,152.0,Acasusso Nâ”¬Â¼Ã”ÃªÃ—6118,Acasusso N,6118,37.9,USD 205000,205000.0,7769500.0,1348.684211,51115.131579,LINIERS,9.0,,
VTA,TERRENO,-58.4370892423,-34.5957220635,191.0,Acevedo Entre Loyola  y Aguirre,Acevedo Entre Loyola  y Aguirre,,37.9,USD 1500000,1500000.0,56850000.0,7853.403141,297643.97905799997,VILLA CRESPO,15.0,1406,C1406CWF
VTA,TERRENO,-58.44777760000001,-34.631338799999995,417.0,Achaval 500,Achaval ,500,37.9,USD 550000,550000.0,20845000.0,1318.9448439999999,49988.009592,PARQUE CHACABUCO,7.0,1207,C1207AAC
VTA,TERRENO,-58.4069505,-34.6124869,4000.0,Adolfo Alsina 2901,Adolfo Alsina ,2901,37.9,USD 1500000,1500000.0,56850000.0,375.0,14212.5,BALVANERA,3.0,1171,C1171ABP
VTA,TERRENO,-58.410430000000005,-34.5977045,141.0,AGUERO 1000,AGUERO ,1000,37.9,USD 840000,840000.0,31836000.0,5957.446809,225787.23404299997,RECOLETA,2.0,1082,C1082AAD
VTA,TERRENO,-58.40134770000001,-34.61293,367.0,ALBERTI 200,ALBERTI ,200,37.9,USD 620000,620000.0,23498000.0,1689.3732969999999,64027.24795599999,BALVANERA,3.0,,
VTA,TERRENO,-58.412094999999994,-34.639417,1400.0,ALMAFUERTE,ALMAFUERTE,,37.9,USD 7500000,7500000.0,284250000.0,5357.142857,203035.714286,NUEVA POMPEYA,4.0,1416,C1416BXN
VTA,TERRENO,-58.461786399999994,-34.606111,1000.0,Almte Segui 1800,Almte Segui ,1800,37.9,USD 1300000,1300000.0,49270000.0,1300.0,49270.0,VILLA GRAL. MITRE,11.0,1207,C1207AAH
VTA,TERRENO,-58.4114404,-34.61353202,393.0,ALSINA ADOLFO 3200,ALSINA ADOLFO ,3200,37.9,USD 480000,480000.0,18192000.0,1221.3740460000001,46290.076336,BALVANERA,3.0,1431,C1431FOU
VTA,TERRENO,-58.4831534,-34.5716664,466.0,ALVAREZ THOMAS 3100,ALVAREZ THOMAS ,3100,37.9,USD 2100000,2100000.0,79590000.0,4506.437768,170793.991416,VILLA URQUIZA,12.0,1426,C1426AJH
VTA,TERRENO,-58.445742,-34.57314,229.0,Amenabar 600,Amenabar ,600,37.9,USD 980000,980000.0,37142000.0,4279.475983,162192.139738,COLEGIALES,13.0,1440,C1440ENJ
VTA,TERRENO,-58.51216170000001,-34.6578235,335.0,Andalgala 1800,Andalgala ,1800,37.9,USD 345000,345000.0,13075500.0,1029.850746,39031.343283999995,MATADEROS,9.0,1416,C1416DPL
VTA,TERRENO,-58.4540297,-34.6098722,270.0,Apolinario Figueroa 1100,Apolinario Figueroa ,1100,37.9,USD 360000,360000.0,13644000.0,1333.333333,50533.333332999995,CABALLITO,6.0,1405,C1405CRF
VTA,TERRENO,-58.435339799999994,-34.61151470000001,1105.0,ARANGUREN 300,ARANGUREN ,300,37.9,U$S 580000,580000.0,21982000.0,524.886878,19893.212669999997,CABALLITO,6.0,1407,C1407ELL
VTA,TERRENO,-58.484789,-34.62851679999999,230.0,Aranguren 3900,Aranguren ,3900,37.9,USD 290000,290000.0,10991000.0,1260.869565,47786.956522,FLORESTA,10.0,,
VTA,TERRENO,-58.497875379623004,-34.646818453278,441.0,araujo,araujo,,0.0,$ 395000,10422.0,395000.0,23.632653,895.69161,MATADEROS,9.0,1428,C1428AFJ
VTA,TERRENO,-58.4556696,-34.5585269,375.0,Arcos 2300,Arcos ,2300,37.9,USD 1999999,1999999.0,75799962.0,5333.330667,202133.232,BELGRANO,13.0,1429,C1429AZF
VTA,TERRENO,-58.4623295,-34.5513361,585.0,ARCOS 3100,ARCOS ,3100,37.9,USD 6000000,6000000.0,227400000.0,10256.410256000001,388717.94871799997,NUâ”œÃ¦EZ,13.0,,
VTA,TERRENO,-58.457118900000005,-34.5565921,1000.0,Arcos y Monroe,Arcos y Monroe,,37.9,USD 880000,880000.0,33352000.0,880.0,33352.0,BELGRANO,13.0,1416,C1416AXG
VTA,TERRENO,-58.478139299999995,-34.6176348,292.0,ARGERICH 1435,ARGERICH ,1435,37.9,USD 650000,650000.0,24635000.0,2226.027397,84366.438356,VILLA SANTA RITA,11.0,1417,C1417CTD
VTA,TERRENO,-58.493556999999996,-34.598849,298.0,ARGERICH 3200  ( A 1 CUADRA DE AVDA  SAN MARTIN),ARGERICH ,3200,37.9,USD 750000,750000.0,28425000.0,2516.778523,95385.90604,VILLA DEL PARQUE,11.0,1427,C1427DLF
VTA,TERRENO,-58.47777489999999,-34.58533320000001,375.0,ARISMENDI 2700,ARISMENDI ,2700,37.9,USD 500000,500000.0,18950000.0,1333.333333,50533.333332999995,PARQUE CHAS,15.0,1416,C1416ALD
VTA,TERRENO,-58.47973199999999,-34.604693,242.0,Artigas 2400,Artigas ,2400,37.9,USD 350000,350000.0,13265000.0,1446.280992,54814.049587,VILLA DEL PARQUE,11.0,,
VTA,TERRENO,-58.501475899999996,-34.5790456,209.0,Artigas 5229,Artigas ,5229,37.9,USD 550000,550000.0,20845000.0,2631.578947,99736.84210499999,VILLA PUEYRREDON,12.0,1406,C1406ABP
VTA,TERRENO,-58.46834125,-34.6184882,552.0,ARTIGAS 1000,ARTIGAS ,1000,37.9,USD 850000,850000.0,32215000.0,1539.855072,58360.507246,FLORES,7.0,1424,C1424COO
VTA,TERRENO,-58.429311899999995,-34.631981,326.0,ASAMBLEA 200,ASAMBLEA ,200,37.9,USD 595000,595000.0,22550500.0,1825.1533739999998,69173.312883,PARQUE CHACABUCO,7.0,1419,C1419IAC
VTA,TERRENO,-58.525625,-34.6141686,366.0,Av Beiro 5319,Av Beiro ,5319,37.9,USD 780000,780000.0,29562000.0,2131.147541,80770.491803,VILLA REAL,10.0,,
VTA,TERRENO,-58.479299,-34.672245000000004,1087.0,AV CASTAÃ”ÃªÃœâ”œÂ½ARES,AV CASTA,,37.9,USD 630000,630000.0,23877000.0,579.576817,21965.961362000002,VILLA LUGANO,8.0,1427,C1427DNO
VTA,TERRENO,-58.46527878968799,-34.576343986989,528.0,Av de los incas 3700,Av de los incas ,3700,37.9,USD 920000,920000.0,34868000.0,1742.4242420000003,66037.878788,VILLA ORTUZAR,15.0,1406,C1406HAU
VTA,TERRENO,-58.471552100000004,-34.6368968,1813.0,AV DIRECTORIO 3200,AV DIRECTORIO ,3200,37.9,USD 725000,725000.0,27477500.0,399.889686,15155.819084,FLORESTA,10.0,,
VTA,TERRENO,-58.4120027,-34.6396368,1540.0,Av. Almafuerte 00,Av. Almafuerte ,00,37.9,USD 7500000,7500000.0,284250000.0,4870.129870000001,184577.922078,NUEVA POMPEYA,4.0,1407,C1407GPV
VTA,TERRENO,-58.513847999999996,-34.626343,628.0,Av. Alvarez Jonte 5500,Av. Alvarez Jonte ,5500,37.9,USD 680000,680000.0,25772000.0,1082.8025480000001,41038.216561,MONTE CASTRO,10.0,,
VTA,TERRENO,-58.48350229999999,-34.608862200000004,480.0,Av. Alvarez Jonte y Av. Nazca,Av. Alvarez Jonte y Av. Nazca,,37.9,USD 990000,990000.0,37521000.0,2062.5,78168.75,VILLA DEL PARQUE,11.0,1283,C1283AAR
VTA,TERRENO,-58.3887605,-34.640046999999996,2000.0,Av. Amancio Alcorta 1900  Parque Patricios Capital Federal,Av. Amancio Alcorta ,1900,37.9,USD 1850000,1850000.0,70115000.0,925.0,35057.5,BARRACAS,4.0,1209,C1209AAQ
VTA,TERRENO,-58.412017106885,-34.615263703329,320.0,av. belgrano 3200,av. belgrano ,3200,37.9,USD 650000,650000.0,24635000.0,2031.25,76984.375,BALVANERA,3.0,1427,C1427CXX
VTA,TERRENO,-58.469816,-34.580156,251.0,Av. Chorroarin 1400,Av. Chorroarin ,1400,37.9,USD 515000,515000.0,19518500.0,2051.792829,77762.94820700001,VILLA ORTUZAR,15.0,1407,C1407HFF
VTA,TERRENO,-58.4780351,-34.6399823,466.0,Av. Directorio 3845,Av. Directorio ,3845,37.9,USD 900000,900000.0,34110000.0,1931.3304719999999,73197.42489299999,PARQUE AVELLANEDA,9.0,1419,C1419IFW
VTA,TERRENO,-58.518910999999996,-34.598593,590.0,Av. Lincoln 4500,Av. Lincoln ,4500,37.9,USD 1300000,1300000.0,49270000.0,2203.389831,83508.474576,VILLA DEVOTO,11.0,1270,C1270AAX
VTA,TERRENO,-58.374295,-34.640946,4400.0,Av. Montes de Oca 1100,Av. Montes de Oca ,1100,37.9,USD 8800000,8800000.0,333520000.0,2000.0,75800.0,BARRACAS,4.0,,
VTA,TERRENO,-58.488028,-34.610627,275.0,Av. Ã”ÃªÃœâ”œÃ lvarez Jonte 3200,Av. ,3200,37.9,USD 550000,550000.0,20845000.0,2000.0,75800.0,VILLA SANTA RITA,11.0,1285,C1285AAU
VTA,TERRENO,-58.3882108,-34.6589461,3200.0,Av. Velez Sarfield 1900,Av. Velez Sarfield ,1900,37.9,USD 1900000,1900000.0,72010000.0,593.75,22503.125,BARRACAS,4.0,1417,C1417CUP
VTA,TERRENO,-58.48709770000001,-34.604863,191.0,Av.NAZCA 2700,Av.NAZCA ,2700,37.9,USD 570000,570000.0,21603000.0,2984.2931940000003,113104.71204200001,VILLA DEL PARQUE,11.0,,
VTA,TERRENO,-58.3926061,-34.6098208,950.0,Avenida Callao 0,Avenida Callao ,,37.9,USD 950000,950000.0,36005000.0,1000.0,37900.0,BALVANERA,3.0,1427,C1427BPF
VTA,TERRENO,-58.4533272,-34.588018100000006,428.0,Avenida Corrientes 6769,Avenida Corrientes ,6769,37.9,USD 800000,800000.0,30320000.0,1869.1588789999998,70841.121495,CHACARITA,15.0,1406,C1406EXN
VTA,TERRENO,-58.4687887,-34.633050700000005,222.0,Avenida San Pedrito 100,Avenida San Pedrito ,100,37.9,USD 610000,610000.0,23119000.0,2747.7477480000002,104139.63964,FLORES,7.0,1111,C1111AAF
VTA,TERRENO,-58.394853000000005,-34.592521999999995,437.0,Ayacucho 1100,Ayacucho ,1100,37.9,USD 3000000,3000000.0,113700000.0,6864.988558,260183.06636199998,RECOLETA,2.0,1426,C1426BRH
VTA,TERRENO,-58.43215,-34.5717049,250.0,Baez 400,Baez ,400,37.9,USD 2500000,2500000.0,94750000.0,10000.0,379000.0,PALERMO,14.0,1407,C1407ACN
VTA,TERRENO,-58.497255,-34.614484000000004,340.0,BahÃ”ÃªÃœÃ”Ã«Ã¡a Blanca 2100,Bah,2100,37.9,USD 548000,548000.0,20769200.0,1611.7647060000002,61085.88235299999,MONTE CASTRO,10.0,1406,C1406ICM
VTA,TERRENO,-58.445868999999995,-34.640840999999995,300.0,BALBASTRO 2061,BALBASTRO ,2061,37.9,USD 279000,279000.0,10574100.0,930.0,35247.0,PARQUE CHACABUCO,7.0,1039,C1039AAB
VTA,TERRENO,-58.39251379999999,-34.6081651,437.0,Bartolome Mitre 1830,Bartolome Mitre ,1830,37.9,USD 1000000,1000000.0,37900000.0,2288.3295190000003,86727.688787,BALVANERA,3.0,,
VTA,TERRENO,-58.44417779999999,-34.5479886,970.0,Basavilbaso 900,Basavilbaso ,900,37.9,USD 1700000,1700000.0,64430000.0,1752.5773199999999,66422.680412,BELGRANO,13.0,1407,C1407ASL
VTA,TERRENO,-58.484411,-34.628246999999995,220.0,Belen 700,Belen ,700,37.9,USD 390000,390000.0,14781000.0,1772.727273,67186.363636,FLORESTA,10.0,1092,C1092AAT
VTA,TERRENO,-58.376014100000006,-34.6128955,1700.0,Belgrano 700,Belgrano ,700,37.9,USD 7800000,7800000.0,295620000.0,4588.235294,173894.117647,MONTSERRAT,1.0,1424,C1424AKD
VTA,TERRENO,-58.438358050299996,-34.6244372808,210.0,Bertres 400,Bertres ,400,37.9,USD 450000,450000.0,17055000.0,2142.857143,81214.285714,CABALLITO,6.0,1174,C1174ABV
VTA,TERRENO,-58.4138941,-34.595679600000004,335.0,Billinghurst 1200,Billinghurst ,1200,37.9,USD 1300000,1300000.0,49270000.0,3880.597015,147074.626866,RECOLETA,2.0,1174,C1174ABP
VTA,TERRENO,-58.414646499999996,-34.5990633,400.0,BILLINGHURST 900,BILLINGHURST ,900,37.9,USD 830000,830000.0,31457000.0,2075.0,78642.5,ALMAGRO,5.0,1206,C1206AAP
VTA,TERRENO,-58.41627686,-34.61705705,422.0,BOEDO 300,BOEDO ,300,37.9,USD 935000,935000.0,35436500.0,2215.63981,83972.748815,ALMAGRO,5.0,,
VTA,TERRENO,-58.427613,-34.6051711,340.0,Bogado 4400,Bogado ,4400,37.9,USD 700000,700000.0,26530000.0,2058.823529,78029.411765,ALMAGRO,5.0,1407,C1407JPB
VTA,TERRENO,-58.484764799999994,-34.6350768,1700.0,BOLAÃ”ÃªÃœâ”œÂ½OS 100,BOLA,100,37.9,USD 490000,490000.0,18571000.0,288.235294,10924.117647,VELEZ SARSFIELD,10.0,1141,C1141AAB
VTA,TERRENO,-58.37270989999999,-34.6239456,510.0,BOLIVAR 1300,BOLIVAR ,1300,37.9,USD 520000,520000.0,19708000.0,1019.607843,38643.137255,SAN TELMO,1.0,1416,C1416AAB
VTA,TERRENO,-58.46524599999999,-34.614985,553.0,BOYACA 1200,BOYACA ,1200,37.9,USD 1400000,1400000.0,53060000.0,2531.64557,95949.36708899999,VILLA GRAL. MITRE,11.0,1260,C1260AAY
VTA,TERRENO,-58.405982200000004,-34.63376029999999,143.0,Brasil 3000,Brasil ,3000,37.9,USD 260000,260000.0,9854000.0,1818.181818,68909.090909,PARQUE PATRICIOS,4.0,1406,C1406AXF
VTA,TERRENO,-58.4669925,-34.61876470000001,134.0,BUFANO ALFREDO R. 1000,BUFANO ALFREDO R. ,1000,37.9,USD 349000,349000.0,13227100.0,2604.477612,98709.701493,FLORES,7.0,1408,C1408EUD
VTA,TERRENO,-58.5231098,-34.651218,262.0,Caaguazu 7200,Caaguazu ,7200,37.9,USD 180000,180000.0,6822000.0,687.0229009999999,26038.167939,LINIERS,9.0,1408,C1408EUH
